CASE_GROUP_ID	STUDENT_ID	ACTION	ERROR	PRE_STATE	POST_STATE	STATE_LABEL	ACTION_LABEL	GOAL
Boisvert_Fall_2009	7.87166E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R)\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R		Del	0
Boisvert_Fall_2009	7.87166E+11	TRANS	0	K>M,Z>R,~(K>R)\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~R>~Z	TRANS	0
Boisvert_Fall_2009	7.87166E+11	IMPL	0	K>M,Z>R,~(K>R),~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~KvM,~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~KvM	IMPL	0
Boisvert_Fall_2009	7.87166E+11	Del	0	K>M,Z>R,~(K>R),~KvM,~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R		Del	0
Boisvert_Fall_2009	7.87166E+11	TRANS	0	K>M,Z>R,~(K>R),~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~M>~K,~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~M>~K	TRANS	0
Boisvert_Fall_2009	7.87166E+11	DN	0	K>M,Z>R,~(K>R),~M>~K,~R>~Z\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~~~M>~K	DN	0
Boisvert_Fall_2009	7.87166E+11	IMPL	0	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~~~~Mv~K	IMPL	0
Boisvert_Fall_2009	7.87166E+11	DN	19	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R		DN	0
Boisvert_Fall_2009	7.87166E+11	DN	0	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~Mv~K,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	~~Mv~K	DN	0
Boisvert_Fall_2009	7.87166E+11	DN	0	K>M,Z>R,~(K>R),~M>~K,~R>~Z,~~Mv~K,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	K>M,Mv~K,Z>R,~(K>R),~M>~K,~R>~Z,~~Mv~K,~~~M>~K,~~~~Mv~K\K>M,K,M&~Z,M,~Z,Z>R,~R,Z>~R,~~R	Mv~K	DN	0
Boisvert_Fall_2009	7.87166E+11	DN&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R),~(~~K>R)\M&~Z	~(~~K>R)	DN&	0
Boisvert_Fall_2009	7.87166E+11	IMPL	19	K>M,Z>R,~(K>R),~(~~K>R)\M&~Z	K>M,Z>R,~(K>R),~(~~K>R)\M&~Z		IMPL	0
Boisvert_Fall_2009	7.87166E+11	IMPL	0	K>M,Z>R,~(K>R),~(~~K>R)\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~(~~K>R)\M&~Z	~(~KvR)	IMPL	0
Boisvert_Fall_2009	7.87166E+11	Del	0	K>M,Z>R,~(K>R),~(~KvR),~(~~K>R)\M&~Z	K>M,Z>R,~(K>R),~(~KvR)\M&~Z		Del	0
Boisvert_Fall_2009	7.87166E+11	DN	0	K>M,Z>R,~(K>R),~(~KvR)\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R)\M&~Z	~(~Kv~~R)	DN	0
Boisvert_Fall_2009	7.87166E+11	DEM	0	K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R)\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	~~K&~R	DEM	0
Boisvert_Fall_2009	7.87166E+11	DN	0	K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	K&~R	DN	0
Boisvert_Fall_2009	7.87166E+11	SIMP	0	K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	K	SIMP	0
Boisvert_Fall_2009	7.87166E+11	SIMP	0	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~~K&~R\M&~Z	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~~K&~R\M&~Z	~R	SIMP	0
Boisvert_Fall_2009	7.87166E+11	MT	0	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~~K&~R\M&~Z	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~Z,~~K&~R\M&~Z	~Z	MT	0
Boisvert_Fall_2009	7.87166E+11	MP	0	K,K&~R,K>M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~Z,~~K&~R\M&~Z	K,K&~R,K>M,M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~Z,~~K&~R\M&~Z	M	MP	0
Boisvert_Fall_2009	7.87166E+11	CONJ~	0	K,K&~R,K>M,M,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~Z,~~K&~R\M&~Z	K,K&~R,K>M,M,M&~Z,Z>R,~(K>R),~(~KvR),~(~Kv~~R),~R,~Z,~~K&~R\M&~Z	M&~Z	CONJ~	1
Boisvert_Fall_2009	8.46577E+15	SIMP&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z,p&(M&~Z)	p&(M&~Z)	SIMP&	0
Boisvert_Fall_2009	8.46577E+15	IMPL&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R),~KvM\M&~Z	~KvM	IMPL&	0
Boisvert_Fall_2009	8.46577E+15	TRANS	19	K>M,Z>R,~(K>R),~KvM\M&~Z	K>M,Z>R,~(K>R),~KvM\M&~Z		TRANS	0
Boisvert_Fall_2009	8.46577E+15	IMPL	0	K>M,Z>R,~(K>R),~KvM\M&~Z	K>M,Z>R,~(K>R),~KvM,~ZvR\M&~Z	~ZvR	IMPL	0
Boisvert_Fall_2009	8.46577E+15	IMPL&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R),~(~KvR)\M&~Z	~(~KvR)	IMPL&	0
Boisvert_Fall_2009	8.46577E+15	DEM	0	K>M,Z>R,~(K>R),~(~KvR)\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~~K&~R\M&~Z	~~K&~R	DEM	0
Boisvert_Fall_2009	8.46577E+15	SIMP	0	K>M,Z>R,~(K>R),~(~KvR),~~K&~R\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~~K,~~K&~R\M&~Z	~~K	SIMP	0
Boisvert_Fall_2009	8.46577E+15	SIMP	0	K>M,Z>R,~(K>R),~(~KvR),~~K,~~K&~R\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	~R	SIMP	0
Boisvert_Fall_2009	8.46577E+15	DN	0	K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K	DN	0
Boisvert_Fall_2009	8.46577E+15	MP	0	K,K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	M	MP	0
Boisvert_Fall_2009	8.46577E+15	MT	0	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	~Z	MT	0
Boisvert_Fall_2009	8.46577E+15	CONJ~	0	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	K,K>M,M,M&~Z,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	M&~Z	CONJ~	1
Boisvert_Fall_2009	8.86873E+15	IMPL&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R),~(~KvR)\M&~Z	~(~KvR)	IMPL&	0
Boisvert_Fall_2009	8.86873E+15	DEM	0	K>M,Z>R,~(K>R),~(~KvR)\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~~K&~R\M&~Z	~~K&~R	DEM	0
Boisvert_Fall_2009	8.86873E+15	SIMP	0	K>M,Z>R,~(K>R),~(~KvR),~~K&~R\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~~K,~~K&~R\M&~Z	~~K	SIMP	0
Boisvert_Fall_2009	8.86873E+15	SIMP	0	K>M,Z>R,~(K>R),~(~KvR),~~K,~~K&~R\M&~Z	K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	~R	SIMP	0
Boisvert_Fall_2009	8.86873E+15	DN	0	K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K	DN	0
Boisvert_Fall_2009	8.86873E+15	MP	0	K,K>M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	M	MP	0
Boisvert_Fall_2009	8.86873E+15	MT	0	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~~K,~~K&~R\M&~Z	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	~Z	MT	0
Boisvert_Fall_2009	8.86873E+15	CONJ~	0	K,K>M,M,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	K,K>M,M,M&~Z,Z>R,~(K>R),~(~KvR),~R,~Z,~~K,~~K&~R\M&~Z	M&~Z	CONJ~	1
Croy_Fall_2009	6.56686E+11	Constr&	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		Constr&	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z,p>(M&~Z),p	p>(M&~Z),p	MP	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,p>(M&~Z),p	K>M,Z>R,~(K>R)\M&~Z		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		Del	0
Croy_Fall_2009	6.56686E+11	CD	19	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		CD	0
Croy_Fall_2009	6.56686E+11	HS	19	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		HS	0
Croy_Fall_2009	6.56686E+11	CONJ	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z	M,~Z	CONJ	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z		Del	0
Croy_Fall_2009	6.56686E+11	MT	19	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z		MT	0
Croy_Fall_2009	6.56686E+11	DS	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z,pv(M&~Z),~p	pv(M&~Z),~p	DS	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,pv(M&~Z),~p	K>M,Z>R,~(K>R)\M&~Z,M,~Z		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z		Del	0
Croy_Fall_2009	6.56686E+11	TRANS	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z	~R>~Z	TRANS	0
Croy_Fall_2009	6.56686E+11	CD	1	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z		CD	0
Croy_Fall_2009	6.56686E+11	CD	19	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z		CD	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R),~R>~Z\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z		Del	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z,p>(M&~Z),p	p>(M&~Z),p	MP	0
Croy_Fall_2009	6.56686E+11	CD&	19	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		CD&	0
Croy_Fall_2009	6.56686E+11	HS	19	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		HS	0
Croy_Fall_2009	6.56686E+11	ADD	19	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z		ADD	0
Croy_Fall_2009	6.56686E+11	CONJ	0	K>M,Z>R,~(K>R)\M&~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z	M,~Z	CONJ	0
Croy_Fall_2009	6.56686E+11	MT	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>q,~q	Z>q,~q	MT	0
Croy_Fall_2009	6.56686E+11	INST	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>q,~q	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R	Z>R,~R	INST	0
Croy_Fall_2009	6.56686E+11	DS	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,pv~R,~p	pv~R,~p	DS	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,pv~R,~p	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R		Del	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,p>~R,p	p>~R,p	MP	0
Croy_Fall_2009	6.56686E+11	INST	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,p>~R,p	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	~K>~R,~K	INST	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	SIMP	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,p&~R,~K>~R,~K	p&~R	SIMP	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,p&~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	CD	19	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		CD	0
Croy_Fall_2009	6.56686E+11	HS	19	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		HS	0
Croy_Fall_2009	6.56686E+11	ADD	19	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		ADD	0
Croy_Fall_2009	6.56686E+11	CONJ	19	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K		CONJ	0
Croy_Fall_2009	6.56686E+11	MT	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>q,~q,Z>R,~R,~K>~R,~K	R>q,~q	MT	0
Croy_Fall_2009	6.56686E+11	INST	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>q,~q,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	R>K,~K	INST	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	DS	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,pv~R,~p,~K>~R,~K	pv~R,~p	DS	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,pv~R,~p,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,p>~R,p,~K>~R,~K	p>~R,p	MP	0
Croy_Fall_2009	6.56686E+11	INST	0	K>M,Z>R,~(K>R)\M&~Z,M,~Z,R>K,~K,Z>R,~R,p>~R,p,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>~R,K	INST	0
Croy_Fall_2009	6.56686E+11	Constr	9	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Constr	0
Croy_Fall_2009	6.56686E+11	Extr	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Extr	0
Croy_Fall_2009	6.56686E+11	CD	19	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		CD	0
Croy_Fall_2009	6.56686E+11	HS	19	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		HS	0
Croy_Fall_2009	6.56686E+11	CONJ	19	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		CONJ	0
Croy_Fall_2009	6.56686E+11	MT	19	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		MT	0
Croy_Fall_2009	6.56686E+11	DS	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,pvM,~p,~K>~R,~K	pvM,~p	DS	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,pvM,~p,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>M,p,~K>~R,~K	p>M,p	MP	0
Croy_Fall_2009	6.56686E+11	INST	0	K>M,Z>R,~(K>R)\K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>M,p,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,K	INST	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>(K>~R),p,~K>~R,~K	p>(K>~R),p	MP	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>(K>~R),p,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	MP	1	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		MP	0
Croy_Fall_2009	6.56686E+11	MP	10	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		MP	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>K,p,~K>~R,~K	p>K,p	MP	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>K,p,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	Del	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K		Del	0
Croy_Fall_2009	6.56686E+11	MP	0	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,~K>~R,~K	K>M,Z>R,~(K>R)\K>M,K,K>~R,K,M&~Z,M,~Z,R>K,~K,Z>R,~R,p>~R,p,~K>~R,~K	p>~R,p	MP	0
